conversation_id,customer_message,reply,evidence,human_groundedness,human_helpfulness,human_safety
972749,Hey @115821 your Alexa calendar integration is broken on Android app #fail #layla https://t.co/pwinvcGzC2 || @AmazonHelp Very strange experience https://t.co/LnVU4GsqE7,I'm sorry to hear you're having trouble with the Alexa calendar integration on your Android app! Have you tried basic troubleshooting steps like restarting the app or checking for updates?,"[{""conversation_id"": 611212, ""customer_text"": ""Why is @265316 not working with @115821 Alexa today? @5503 https://t.co/WsqiLJi1FB"", ""brand_reply"": ""@158748 Hi, sorry to see that. Please contact us here: https://t.co/hApLpMlfHN so an agent can look into this with you. ^JJ"", ""score"": 0.6156128644943237}, {""conversation_id"": 2065843, ""customer_text"": ""@5503 @115821 why does the #Alexa app not work on my #Android #Note8 ? \n\nIt's been showing as \""offline\"" since I installed it a week ago"", ""brand_reply"": ""@189419 I'm sorry the Alexa App is giving you trouble! Have you tried any troubleshooting steps yet?  ^EP"", ""score"": 0.6119492053985596}, {""conversation_id"": 593427, ""customer_text"": ""@116875 hola Amazon tu app para iOS está fallando mucho con la nueva actualización."", ""brand_reply"": ""@260506 Hola, lamentamos los inconvenientes con la aplicación. Podrías indicarnos ¿qué tipo de errores o problemas te ha estado presentando? ^MZ"", ""score"": 0.6064577102661133}, {""conversation_id"": 671790, ""customer_text"": ""@AmazonHelp my Alexa is not working"", ""brand_reply"": ""@280279 Sorry to hear that Oliver. What kind of issues are you having? ^RS"", ""score"": 0.6034537553787231}, {""conversation_id"": 1774263, ""customer_text"": ""@AmazonHelp @121284 Why does it give me this error when I open Settings page, it shows when I open Alexa app on my mobile as well https://t.co/izAhpyqEWl"", ""brand_reply"": ""@449294 kindly connect with us using this link here: https://t.co/00q4Sqj9zL and we'll check this. (2/2) ^KA"", ""score"": 0.6027789115905762}]",4,5,3
328044,@115830 am I able to return a toy that's been removed from the box??,"Yes, you can generally return items even if they have been removed from the box, provided they are in complete condition with all original packaging and accessories. You can start your return by visiting our online Returns Center.","[{""conversation_id"": 2950677, ""customer_text"": ""@AmazonHelp There is no return item within the packaging? Should there be???"", ""brand_reply"": ""@263914 Sorry for the mix-up. We're referring to the return labels provided when you went through the return process on our site. Were you given one return label with both items on it? Or one return label per item? ^LI"", ""score"": 0.6696624159812927}, {""conversation_id"": 1101924, ""customer_text"": ""@AmazonHelp The item was being returned due to an unwanted gift"", ""brand_reply"": ""@380009 Thanks for clarifying. Was the item marked as a gift, when ordered? ^TP"", ""score"": 0.6638844013214111}, {""conversation_id"": 2532835, ""customer_text"": ""@AmazonHelp DPD said they have delivered the item and they haven't? There was a box with 2 toys. One toy was in the box and the other wasn't?"", ""brand_reply"": ""@720789 If the courier is not able to locate the item, please reach out to us directly so we can look into this: https://t.co/JzP7hlA23B ^MJ"", ""score"": 0.6633780002593994}, {""conversation_id"": 888241, ""customer_text"": ""@AmazonHelp I bought my nephews a toy box and there was no lid I am now returning/replacing. My email says the package will be collected the next working day? Am I expected to wait in all day or will there be further info 😭 https://t.co/uESO7GP510"", ""brand_reply"": ""@330904 Oh no, Bex! Here is more info on our Pickup returns: https://t.co/HDFRWGN0vn ^BA"", ""score"": 0.6412452459335327}, {""conversation_id"": 1471737, ""customer_text"": ""ordered toy @115821. shipped in an envelope. toy box is all bent &amp; damaged. now have togo to store to buy a gift &amp; also to UPS. what a waste"", ""brand_reply"": ""@461621 Sorry the item is damaged! We'd love to review order options w/ you so please reach us here: https://t.co/hApLpMlfHN ^DD"", ""score"": 0.6274182200431824}]",4,5,3
2922627,"んー、どこで間違えた
僕のAmazonのアカウント、知らないうちにプライム会員になってた",ご心配をおかけしております。プライム無料体験をご利用いただいた場合、自動更新設定をオフにされていないと、期間終了後に有料会員へ自動的に移行いたします。プライムのご登録状況やキャンセル手続きについては、アカウントサービスの「Amazonプライム会員情報」ページよりご確認いただけます。,"[{""conversation_id"": 1206150, ""customer_text"": ""知らないうちにAmazonプライム会員になってたわ……\n会員費請求きて気付いた\nプライム会員おためし無料の時に登録して、そのままだったのかな？\n\nよく覚えてない(笑)\n少なくともプライムの特典はなにも利用してない、間抜けな話┐('～`;)┌"", ""brand_reply"": ""@403255 キャンセルをご希望の場合はリンクをご参照ください。https://t.co/JrKFIybs6n 更新後に特典の利用がなければ全額返金いたします。なお、プライムでは以下のような特典をご用意しています。https://t.co/FJh7vAncqv TN"", ""score"": 0.8873152732849121}, {""conversation_id"": 729179, ""customer_text"": ""知らないうちにAmazonプライム会員になってた、だと…？"", ""brand_reply"": ""@294657 キャンセルをご希望の場合はリンクをご参照ください。https://t.co/JrKFIybs6n 更新後に特典の利用がなければ全額返金させていただきます。なお、プライムでは以下のような特典をご用意しています。https://t.co/FJh7vAncqv TN"", ""score"": 0.8844575881958008}, {""conversation_id"": 1607899, ""customer_text"": ""突然ですが\nAmazonプライム会員になりました(*´-`)"", ""brand_reply"": ""@493813 突然ですが・・・公式サポートです♪(＞∀＜) ご登録ありがとうございます！Amazonプライムの特典はプライム・ビデオなど様々ございますので、ぜひご活用ください♪ ｄ(＞∀＜) https://t.co/qjaFIyMkEk  TN"", ""score"": 0.8828376531600952}, {""conversation_id"": 52103, ""customer_text"": ""Amazonのプライム会員に\nいつの間にかなってて焦った💦"", ""brand_reply"": ""@127715 (1/2)ご心配をおかけしております。プライム無料体験を利用いただきました場合、自動更新設定をオフにしない限り30日の期間終了後に本会員へ移行します。プライムのご登録状況はこちらのページでご確認いただけます。https://t.co/V5vbMHFVaS MH"", ""score"": 0.8783249258995056}, {""conversation_id"": 2799344, ""customer_text"": ""知らないうちにAmazonのプライム会員になってた／^o^＼会費もったいない…"", ""brand_reply"": ""@781019 (1/2)意図しないご登録となり申し訳ありません。プライム無料体験をご利用ではなかったでしょうか。ご登録後に自動更新をオフに設定されていない場合、体験期間終了後に有料会員へと移行となります。 YM"", ""score"": 0.8770714998245239}]",4,3,5
2115605,Domani mi arriva #duets 😊 @43723 @120540 🎊🎉😃✌🏻 felicissimo è dir poco 😅,Siamo felici per te! Speriamo che il tuo ordine ti piaccia moltissimo. A presto! ^AmazonHelp,"[{""conversation_id"": 536580, ""customer_text"": ""@AmazonHelp To encantada 😍😍😍😍😍❤❤❤❤❤❤"", ""brand_reply"": ""@151194 Nós também 💕. Me diga, o que comprou 👀? ^MB"", ""score"": 0.8147358298301697}, {""conversation_id"": 1351745, ""customer_text"": ""@AmazonHelp これからもよろしくお願いします😀"", ""brand_reply"": ""@435218 こちらこそ、よろしくお願いします🙇 EK"", ""score"": 0.8079617023468018}, {""conversation_id"": 2562114, ""customer_text"": ""@AmazonHelp 😆💕🌸🍥✌ https://t.co/PvoYo1UReR"", ""brand_reply"": ""@727117 Nossa! que livros maravilhosos 🙈❤️. Conta para gente qual deles vai ler primeiro? ^AZ"", ""score"": 0.7921209335327148}, {""conversation_id"": 2721772, ""customer_text"": ""@116313 ( ﾟдﾟ )　ｶﾞﾀｯ　おおおおお‼来たか"", ""brand_reply"": ""@763636 来ました！ｄ(＞∀＜) TN"", ""score"": 0.7914125323295593}, {""conversation_id"": 2801391, ""customer_text"": ""@AmazonHelp Hoy me llega.😉\nQue ganas.🤣 https://t.co/4M3ovsqm1D"", ""brand_reply"": ""@781496 😍 🚴¡Que emoción! Ya casi lo recibes. Cuéntanos Pepe, ¿Ya has planeado cuando utilizarlo?  ^PC"", ""score"": 0.790492832660675}]",5,4,3
1136546,@115850 Amazon is becoming now company of liars and jokers. all functions lie in tandem,We apologize for the frustration. Please let us know the details of the issue you are experiencing so we can look into it and help make things right.,"[{""conversation_id"": 2944379, ""customer_text"": ""@AmazonHelp more lies from Amazon! https://t.co/280LdvD9sc"", ""brand_reply"": ""@813370 We understand your frustration and we are here to assist, Woody! Looks like the delivery will be attempted again tomorrow. Please keep us updated on the arrival! ^SC"", ""score"": 0.7694762945175171}, {""conversation_id"": 1105756, ""customer_text"": ""Amazonから不具合品寄越されてクッソイライラしてる"", ""brand_reply"": ""@380951 ご迷惑をおかけしております。発送元がアマゾンの場合は交換(可能な場合)または返品を承ります。https://t.co/m3fBufMetY\n発送元が出品者の場合、対応について直接お問い合わせください。https://t.co/D6bybDMTYA ET"", ""score"": 0.743593156337738}, {""conversation_id"": 662722, ""customer_text"": ""Amazon商品誤配送で人生初返品手続き。\nふざけやがって"", ""brand_reply"": ""@277893 Amazonです。誤配送だったとのことで大変ご迷惑をおかけしております。お忙しいところお手数をおかけし申し訳ございませんが、返品のお手続きを何卒お願いいたします。SK"", ""score"": 0.7412960529327393}, {""conversation_id"": 387181, ""customer_text"": ""@115850 @18220 it seems Amazon is now.on fooling it's customers. Paid money for delivery, not happened and a false update. https://t.co/iMJizFZAUz"", ""brand_reply"": ""@206017 Apologies for the unpleasant experience. Have you reported this to our support team here : https://t.co/vlvfJr4nN9? 1/2 ^AS"", ""score"": 0.7409291863441467}, {""conversation_id"": 347781, ""customer_text"": ""@115850 AMAZON IS A CHEAT AND UNETHICAL COMPANY"", ""brand_reply"": ""@198820 Please let us know what went wrong? We'd like to get things right. ^KA"", ""score"": 0.7375999689102173}]",4,5,3
418134,"@116875  Pues a pesar de lo tardado que fue, agradezco su atención, pero la verdad de las ultimas veces que compro en amazon || @AmazonHelp Pero me pareció pésimo el servicio la verdad Por no haberme avisado y por que necesitaba los pedidos con urgencia || @AmazonHelp Me reembolsaron el prime y todos mis productos lamentablemante la ultima vez que les compro",Lamentamos mucho que tu experiencia reciente no haya cumplido con tus expectativas. Agradecemos tus comentarios y trabajaremos para mejorar nuestro servicio.,"[{""conversation_id"": 2176370, ""customer_text"": ""聞いて！\nAmazonさんのカスタマーセンターの対応が丁寧！超感動(´；ω；`)→注文した商品が届いていないのに『配達済み』と表示されていたので問い合わせしたら、アタシを信じて配送業者のミスだと言ってくれて親切に対応してくれた。こんな時代なのに素晴らしい。感謝。\n #amazon"", ""brand_reply"": ""@637983 お役に立てて光栄です。また、お困りの点などあれば、気軽にお問い合わせ下さい。 EK"", ""score"": 0.8668216466903687}, {""conversation_id"": 1265829, ""customer_text"": ""おい、 #amazon さんよぉ…。\n確かに昨日の件でお問い合わせメール送ったけどよぉ、何も言わずに返金はなくないか？\nなんか不躾な態度で金投げ返された気分だわ…。\nはっきり言って失望だよAmazon君…。"", ""brand_reply"": ""@416409 カスタマーサービスの対応にてご不快の念をお掛けし申し訳ございません。よろしければ、詳細を確認した上でご案内させていただけないでしょうか？ご同意いただける場合は、恐れ入りますが、リンクよりご連絡ください。https://t.co/jBypGKOUyO TN"", ""score"": 0.8139834403991699}, {""conversation_id"": 832695, ""customer_text"": ""@115850 @115821 @115851 amazonIN @115821 @115851 shame on the customer service from last 5 days just listening sorry with no resolut"", ""brand_reply"": ""@199335 Apologies for the trouble. Please revert to the email you've received from our Social Media Team for more assistance.^RS"", ""score"": 0.811038076877594}, {""conversation_id"": 467360, ""customer_text"": ""@AmazonHelp I lost all the trust that I had with Amazon, you cancelled my order at the last minute, never expected this from you guys!"", ""brand_reply"": ""@226253 Apologies for the order cancellation. However, you should have received an email with the reason for the cancellation. Please check it here: https://t.co/NTkrxpsbHJ. ^SF"", ""score"": 0.8072878122329712}, {""conversation_id"": 857802, ""customer_text"": ""@AmazonHelp dernière commande sur Amazon après 4 commandes non reçues. Service client et suivi lamentables. #amazon 😠"", ""brand_reply"": ""@170041 Pourriez-vous nous en dire davantage je vous prie ? ^BR"", ""score"": 0.8057800531387329}]",3,4,5
2245396,Thank you @115821 for being the most customer-centric company in the universe! https://t.co/KAautB2wN6,Thank you so much for the kind words! We truly appreciate your support and are always here to help if you ever need anything.,"[{""conversation_id"": 356741, ""customer_text"": ""Earth's Most Customer-Centric Company @115850: Thanks for living up to expectations time and again! #GreivanceRedressal #CustomerService👏🏻 https://t.co/CaLNLVXFuE"", ""brand_reply"": ""@200707 We are grateful to you for your love and support. BTW have checked our sale, last few hours tic toc tic toc? ^HA"", ""score"": 0.7854568958282471}, {""conversation_id"": 2497116, ""customer_text"": ""Best customer service from any company I've ever experienced! Thank you! @AmazonHelp @115821"", ""brand_reply"": ""@445392 You are very welcome! Thanks so much for your feedback! Your comments are greatly appreciated! ^NN"", ""score"": 0.7641535997390747}, {""conversation_id"": 2985519, ""customer_text"": ""@115821 has the best customer service! Thank you for valuing me as a customer 💛 https://t.co/RLLiYy1kbT"", ""brand_reply"": ""@823224 You're welcome! Thank you for helping us improve! 💛 ^EA"", ""score"": 0.763868510723114}, {""conversation_id"": 1039533, ""customer_text"": ""@115850 : Thank you for cheating and fooling customers. I am pleased with your service"", ""brand_reply"": ""@365934 Could you please tell us if we've missed anything Asha? ^HN"", ""score"": 0.7465992569923401}, {""conversation_id"": 2434851, ""customer_text"": ""Hey @116316! Euer Kundenservice ist einfach grossartig! Vielen Dank!"", ""brand_reply"": ""@445084 Das freut uns zu hören! Hab noch einen schönen Samstag. ^MI"", ""score"": 0.7423989176750183}]",3,4,5
2360535,"@116090 hey Amazon I have a huge problem, I forgot to end my free trial Prime membership that I didn't want in the first place. Can you help me to cancel it and the payment ? I really want my 80 bucks back || @AmazonHelp thanks guys ! Just did it and it says I'll get my money back, thank you very much ❤️",I'm sorry for the unexpected charge. You can manage and cancel your Prime membership by visiting https://t.co/zT2y6Bhw2g to check your refund eligibility if benefits haven't been used.,"[{""conversation_id"": 803079, ""customer_text"": ""ok i accidently signed up for amazon prime like the monthly subscription. can i cancel this?"", ""brand_reply"": ""@311361 Absolutely! You can manage your Prime membership here: https://t.co/zT2y6Bhw2g ^TM"", ""score"": 0.8149316310882568}, {""conversation_id"": 8519, ""customer_text"": ""@116875 Cancelación de  membresía Amazon Prime y reembolso ya!"", ""brand_reply"": ""@117495 Hola MaryGuerra. Para cancelar Amazon Prime por favor accesa este link para instrucciones: https://t.co/NV2oj1oX8M ^JJ"", ""score"": 0.8145936727523804}, {""conversation_id"": 861301, ""customer_text"": ""@AmazonHelp how do i cancel my free trial with amazon prime? I have a fire stick :)"", ""brand_reply"": ""@324510 Hey! We'd love to help, Jordan! You can end your trial by following the instructions here: https://t.co/tfG0wkw4gG ^AJ"", ""score"": 0.8131009340286255}, {""conversation_id"": 2602316, ""customer_text"": ""@AmazonHelp how do i cancel amazon prime free trial?"", ""brand_reply"": ""@736497 Hi - Please use this link to set the Prime Membership not to renew/continue : https://t.co/eYGNt8qnWr ^TD"", ""score"": 0.8062779307365417}, {""conversation_id"": 2310501, ""customer_text"": ""Forgot to cancel my free trial of Amazon prime. They fucking got me. This is how Amazon got so big,  idiots like me."", ""brand_reply"": ""@670101 I'm sorry for the unexpected charge. See here for how to cancel: https://t.co/CWc5VwXegs. You can expect a full refund as long as none of the benefits were used after switching to the paid membership. ^CL"", ""score"": 0.8040604591369629}]",4,3,5
300519,La lista de novelas gráficas de mi wishlist de @116928 es más grande que mi lista de fracasos personales. Así que IMAGÍNATE.,"¡Hola! Esperamos que puedas completar tu lista pronto. Si necesitas ayuda con algo relacionado con tu cuenta o tus pedidos, no dudes en avisarnos.","[{""conversation_id"": 2698966, ""customer_text"": ""@115830 Shared Wish Lists are either broken or terribly-badly designed."", ""brand_reply"": ""@543284 We'd like to try to help. Will you let us know more about the issues you've experienced? ^AB"", ""score"": 0.5690738558769226}, {""conversation_id"": 761865, ""customer_text"": ""La plupart des disques que je consulte dans cette catégorie ont des commentaires qui mentionnent des défauts. C'est le deal @120533 ? https://t.co/Z31a0MUya9"", ""brand_reply"": ""@302026 Vous pouvez commander en toute tranquillité, notre service client reste à votre disposition . 2/2 ^BR"", ""score"": 0.5500020980834961}, {""conversation_id"": 676160, ""customer_text"": ""Buenos días @116928 ¿Me odiáis? Soy la única persona que tengo problemas siempre con vuestros repartos. Dos libros de Santiago Posteguillo y me llega solo uno. Devolvedme el puto prime."", ""brand_reply"": ""@281287 Hola, lamentamos el inconveniente. ¿Podrías comentarnos si los dos libros debían ser entregados en un mismo envío? ¿Los libros han sido  vendidos y enviados por Amazon o un vendedor externo? ^FZ"", ""score"": 0.5278390645980835}, {""conversation_id"": 1608082, ""customer_text"": ""めんどいから最近kindleで済ませることが増えた。本より便利さに引き込まれていく…"", ""brand_reply"": ""@493846 （´-`）.｡oO（かさばらないから便利ですよね～♪）TN"", ""score"": 0.5223981142044067}, {""conversation_id"": 89272, ""customer_text"": ""meu deus o tanto de livro da minha lista de desejos com preço bom, pq fas iso @117086?"", ""brand_reply"": ""@135303 Olá Edu! só queremos fazer você feliz ❤️. Conta para gente quais livros você gostaria de comprar? ^AZ"", ""score"": 0.5221804976463318}]",4,5,3
970160,"@115850 this is totally foolishness, ur customer care number doesn't connect the call to ur team Why so If there is some urgency wht to do",We are sorry for the frustration regarding phone support. Please reach out to us through the chat feature in your Amazon app or on our Contact Us page for immediate assistance with your urgent issue.,"[{""conversation_id"": 47905, ""customer_text"": ""@AmazonHelp customer support ( u have recorfings) said nothing they can do , was given wrong no to call too! lol"", ""brand_reply"": ""@126706 Typically, a response is given 12-24hrs; at this time please review your inbox, as well as your spam/junk e-mail. ^WM"", ""score"": 0.7185409069061279}, {""conversation_id"": 1727862, ""customer_text"": ""@AmazonHelp I will report this issue to ur team on call but they can't rectified I am totally disappointed"", ""brand_reply"": ""@522510 Kindly fill this form : https://t.co/beaaDm0muc, we'll contact you soon. 2/2 ^VH"", ""score"": 0.6597790718078613}, {""conversation_id"": 1038889, ""customer_text"": ""@115850 it is pathetic customer service from your team have not received since past 2 months for order no 406-3476867-2157940"", ""brand_reply"": ""@365807 Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. ^MS"", ""score"": 0.6575298309326172}, {""conversation_id"": 2827200, ""customer_text"": ""@AmazonHelp @115850 if you want I will continue with u call me on 9467658408 and solve my problem as ur customer care failed for the same"", ""brand_reply"": ""@787146 We've responded to your query here: https://t.co/6atGE6v0KY Kindly check.\nPlease don't provide your contact details, we consider it to be personal information. Our page is visible to the public. ^SY"", ""score"": 0.6460682153701782}, {""conversation_id"": 751724, ""customer_text"": ""@115850 W/o even attempting to deliver u say customer was not present &amp; lying about it for last two days.ORDER # 405-6528698-0042703"", ""brand_reply"": ""@299668 Please don't provide your order number, we consider it to be personal info. Our Twitter page is visible to the public. ^MP(2/2)"", ""score"": 0.6315144300460815}]",3,3,3
441903,"@ amazon pls dispatch my orders pls i have already been let down by eBay today || @AmazonHelp No, it’s just because it’s estimated tomorrow-14th and hasnt been dispatched yet, I’m not too worried I’m just sad at eBay xo || @AmazonHelp Love you x",We aim to have your order dispatched and delivered within the estimated timeframe provided at checkout. You can check the latest status of your order directly in Your Orders on our website or app.,"[{""conversation_id"": 261253, ""customer_text"": ""My order is still sitting at “out for delivery”@AmazonHelp is this still likely to arrive today!? It’s 10.34pm! #amazonUK #amazondelivery"", ""brand_reply"": ""@178203 Oh no! We'd like to look in to this with you. Please click here: https://t.co/JzP7hlA23B so we can see what's going on. ^NM"", ""score"": 0.7840547561645508}, {""conversation_id"": 2385487, ""customer_text"": ""amazonの商品勝手にキャンセルなっとって今注文したんやけど注文番号こん。なして？？"", ""brand_reply"": ""@687526 (2/2)なお、当サイトからのご注文に関連するメールはアカウントサービスのメッセージセンターからも同じ内容をご覧いただけますので、お手数ですが、ご確認ください。ET"", ""score"": 0.7833645343780518}, {""conversation_id"": 276185, ""customer_text"": ""#Amazon　に注文したキネ旬はいつ届くのかなぁ？\n昨日きっちりカードから引き落としされてるけど\nいまだ発送の連絡すらない。\nもーAmazonで注文するのはやめた方がいいのかもねー"", ""brand_reply"": ""@181979 突然失礼いたします、Amazonです。商品はご注文時にご案内しておりますお届け予定日内にお届けできるよう努めております。大変心待ちにされておりますところ恐れ入いりますが、到着をお待ちいただければと存じます。SK"", ""score"": 0.7831579446792603}, {""conversation_id"": 1959460, ""customer_text"": ""@115830  hey amazon what's going on with my order it was supposed to be delivered on the 10th and I'm getting no response from the seller @79016 deals 4 you -uk"", ""brand_reply"": ""@581257 Hey, very sorry to hear. All orders sold via sellers are covered via our A-Z guarantee. Check out here - https://t.co/iBSRnMYapE for more info. ^TP"", ""score"": 0.782325029373169}, {""conversation_id"": 683098, ""customer_text"": ""Dear Amazon.in, kindly see why my order has not yet been delivered even after 1 month. https://t.co/exmOVBRruH"", ""brand_reply"": ""@283020 From the screenshot shared I see this isn't a physical order. This is a digital order, please contact us here: https://t.co/YCbSDiRw9M. Please don’t provide your details as we consider them to be personal information. Our Twitter page is public.  ^SH"", ""score"": 0.7798508405685425}]",2,2,2
1780164,"I have only 1% of battery on my phone, I lost my only charger so I had to buy one. Waiting on @1384 to delivery in 2 hours a new one &lt;3",We're glad your new charger is on the way and should arrive within the next 2 hours. Let us know if you need any further assistance once it arrives!,"[{""conversation_id"": 1549424, ""customer_text"": ""bought a new phone charger and my phone battery is so much better now. thank you to my niggaz at @117795"", ""brand_reply"": ""@479608 We got you fam! 💯 ^EP"", ""score"": 0.7646986842155457}, {""conversation_id"": 2318480, ""customer_text"": ""The very small mobile phone battery I ordered from @115830 arrived in a rather large box 📦 today... https://t.co/XXO1X6MiC1"", ""brand_reply"": ""@123684 Please help us improve by linking this feedback to your specific order. More details here: https://t.co/1QHb8U4jab ^LJ"", ""score"": 0.7062544822692871}, {""conversation_id"": 2533546, ""customer_text"": ""@132994 bought phone from @115850 1+3t\nOver heating and battery life issues.\nPhone replaced.\nReplaced device same issue.\nPlease help"", ""brand_reply"": ""@720952 here : https://t.co/vlvfJr4nN9 and they'll help you in this. ^AS"", ""score"": 0.6905955672264099}, {""conversation_id"": 2520579, ""customer_text"": ""密林primeのタイムセールに乗じて、7Dmk2用のバッテリーを2コ購入"", ""brand_reply"": ""@717939 ご利用ありがとうございます|ω・).SK"", ""score"": 0.6893755197525024}, {""conversation_id"": 2541086, ""customer_text"": ""I have purchased @33766 powerbank 11k MAH bettery but just after 30days it starts giving problem.\nIt takes more then 18-20hrs to charge itself and hardly charge a single phone having 2500-2800MAH bettery.\nDont know what to do.\n#FeelingCheated by @115850 @33766"", ""brand_reply"": ""@147797 Sorry to know that the product isn't functioning. Our sellers are committed to sell only genuine products. We can assist you with a replacement only within the return window. Post the return window, kindly contact the manufacturer to avail the warranty.^AR"", ""score"": 0.676350474357605}]",3,4,5
1009817,密林から支払い番号来ないいいい,お支払い番号は、商品が確保でき出荷準備に入り次第、Eメールでお知らせいたします。ご案内のお届け予定日を目途にお待ちくださいませ。詳しくはこちらのヘルプページをご参照ください。https://t.co/kMoy2aLjYq,"[{""conversation_id"": 895811, ""customer_text"": ""大企業密林様からお支払番号が届かない"", ""brand_reply"": ""@332736 お支払い番号は、商品が確保でき出荷準備に入り次第、Eメールでお知らせします。ご案内のお届け予定日を目途にお待ちくださいませ。発行タイミングなど、詳細については以下リンクをご参照ください。https://t.co/kMoy2aLjYq TY"", ""score"": 0.8143339157104492}, {""conversation_id"": 833937, ""customer_text"": ""@AmazonHelp 出荷準備ができたら支払いできるんですね！\n番号ないからどーやってするのかわかりませんでした笑\nありがとうございます！"", ""brand_reply"": ""@318595 わかりづらい点がありご心配をおかけいたしました。どうぞよろしくお願いいたします。HM"", ""score"": 0.7146868109703064}, {""conversation_id"": 758848, ""customer_text"": ""密林でGTS予約したけど、いつもならすぐ来るコンビニ支払いの番号がなかなか来ん…"", ""brand_reply"": ""@301334 お支払い番号は商品によって発行時期が異なります。予約注文の場合は、発送予定日が近くなってから発行されます。発行タイミングなど詳しくは、リンクのヘルプページをご参照ください。https://t.co/7XGrxNphFt TN"", ""score"": 0.7053102254867554}, {""conversation_id"": 74764, ""customer_text"": ""あまぞんいつまでたっても支払い番号教えてくれないんだけど💢💢💢"", ""brand_reply"": ""@132733 ご心配をおかけしております。お支払い番号の発行のタイミングは、商品によって異なります。（ご予約商品やお取り寄せ商品など、発効までにお時間がかかる場合もございます） https://t.co/w7pekJAmOO 恐れ入りますが、お届け予定日を目安にお待ちください。RI"", ""score"": 0.681896448135376}, {""conversation_id"": 2502234, ""customer_text"": ""密林さんからぬめろの支払い案内さえ来ないんだけど、コンビニで支払いしないと発送しないって話だから、届くのいつだ？(・_・?)💦"", ""brand_reply"": ""@713717 お支払い番号は商品によって発行時期が異なります。予約注文の場合は、発送予定日が近くなってから発行されます。発行タイミングなど詳しくは、リンクのヘルプページをご参照ください。https://t.co/7XGrxNphFt TN"", ""score"": 0.6786302924156189}]",4,3,2
490425,"Den Echo Dot find ich super, USB Kabel in den USB Port vom Handschuhfach, Bluetooth Verbindung aufs Auto Radio und eine Hotspot Starter App wenn das Handy in der nähe vom Auto ist... so bedient sich #Spotify doch direkt doppelt so leicht 🤗 @115833 || @AmazonHelp Ganz genau! Eigentlich fehlt jetzt nur noch ein Skill der die Fahrzeug App ersetzen kann. Ein paar Sprachbefehle wie ""Alexa, fahr mich auf Arbeit!"" währe natürlich auch nicht verkehrt.  🤔@AmazonHelp",Danke für dein tolles Feedback und die kreativen Ideen zur Nutzung deines Echo Dots im Auto! Wir geben deine Anregungen gerne an unser Team weiter.,"[{""conversation_id"": 1513393, ""customer_text"": ""@116316 wieso kann ich meinen Echo mit smart Hub nicht mit dem @116439 verbinden?? In den USA geht es doch auch #verysmart #not 😒😡😡😡"", ""brand_reply"": ""@471166 Danke für dein Feedback. Deinen Wunsch gebe ich gerne weiter, kann aber nicht versprechen, ob er umgesetzt werden kann. Gruß ^SI"", ""score"": 0.6114439368247986}, {""conversation_id"": 206026, ""customer_text"": ""Bought an @115821 Echo Dot.\nGood enough sound quality and voice https://t.co/io1iXhLnVp cabs is way too cumbersome.Took some practice"", ""brand_reply"": ""@164796 I understand your concern. We do not have any official announcement yet. Stay tuned. ^MO"", ""score"": 0.5887484550476074}, {""conversation_id"": 2755727, ""customer_text"": ""Dieses Gerät ist nicht aktiviert.... #echo #alexa #dot #hue @AmazonHelp"", ""brand_reply"": ""@265312 Siehst du ihn denn in deinem Kundenkonto unter \""Meine Inhalte und Geräte\""? Lieben Gruß ^NW"", ""score"": 0.5854063034057617}, {""conversation_id"": 2431075, ""customer_text"": ""Just updated my home with @115833 hub &amp; echo dots in each room with @116439 with Alexa around the house and changed my light bulbs &amp; plugs sockets to @11738 my whole house is now voice controlled by @115821 Alexa it’s amazing https://t.co/GkIDTojWIK"", ""brand_reply"": ""@697855 That seems like an amazing set up! ^LS"", ""score"": 0.5745469927787781}, {""conversation_id"": 317430, ""customer_text"": ""@115833 what prevents nuisance callers leaving messages on echo now drop in enabled? Or prevents anyone in household picking up message"", ""brand_reply"": ""@191759 Reach us here: https://t.co/JzP7hlA23B so we can look into this for you.^CD"", ""score"": 0.5719367265701294}]",3,4,5
